Nama Lokasi,Level,Polygon XML
Jakarta > Mampang Prapatan > SPBU Bestindo Mampang,3,"<coordinates>106.82635813951492,-6.239345908852583 106.82662099599838,-6.239340576210307 106.82654589414597,-6.239596542978251 106.8263527750969,-6.239601875617918 106.82636082172394,-6.239345908852583 106.82635813951492,-6.239345908852583 </coordinates>"
Jakarta > Mangga Besar,,
Jakarta > Mangga Besar > Everyday Hotel,3,"<coordinates>106.81938473135233,-6.149764564908464 106.81938607245684,-6.14980789997825 106.81944843381643,-6.1498065665915504 106.81944239884615,-6.149768565068907 106.81938473135233,-6.149763231521662 106.81938473135233,-6.149764564908464 </coordinates>"
Jakarta > Mangga Besar > Feodora Hotel,3,"<coordinates>106.82275325059891,-6.150261917958589 106.82279080152512,-6.150453925445967 106.82304292917252,-6.150453925445967 106.82301610708237,-6.150197915447389 106.82275909767668,-6.150261102159697 106.82275325059891,-6.150261917958589 </coordinates>"
Jakarta > Mangga Besar > Hotel Astika,3,"<coordinates>106.82513538748026,-6.149006533962791 106.82520177215338,-6.149007200657153 106.82519908994436,-6.149067869840269 106.82514544576406,-6.149065203063128 106.82513605461202,-6.14900653729558 106.82513538748026,-6.149006533962791 </coordinates>"
Jakarta > Mangga Besar > Hotel Peninsula,3,"<coordinates>106.8235857412219,-6.14937854928488 106.82363603264093,-6.149385216223748 106.82362530380487,-6.149433218181239 106.82358507066965,-6.149422551079943 106.82358607649803,-6.14937854928488 106.8235857412219,-6.14937854928488 </coordinates>"
Jakarta > Mangga Besar > Hotel Permai,3,"<coordinates>106.81988898664713,-6.149676561371275 106.81993994861841,-6.149925237995648 106.81976962834597,-6.14995857265495 106.81971933692694,-6.1497018957243865 106.81988904329057,-6.149676602980412 106.81988898664713,-6.149676561371275 </coordinates>"
Jakarta > Mangga Besar > Lokasari Square,3,"<coordinates>106.82310327887535,-6.146208410379138 106.82389453053474,-6.146059070036273 106.82407155632973,-6.1467897706004235 106.82324543595314,-6.146957778252472 106.82310596108437,-6.146203076796183 106.82310327887535,-6.146208410379138 </coordinates>"
Jakarta > Mangga Besar > Prinsen Park Hotel,3,"<coordinates>106.8240899965167,-6.148336505710151 106.824098713696,-6.148383841067157 106.82414967566729,-6.1483798408963075 106.82414498180151,-6.148337172405364 106.82409133338354,-6.148336517854399 106.8240899965167,-6.148336505710151 </coordinates>"
Jakarta > Mangga Besar > Sparks Hotel,3,"<coordinates>106.82203005999327,-6.1495712237848785 106.8220816925168,-6.149565223541974 106.82208437472582,-6.149615892257611 106.8220454826951,-6.1496165589511955 106.82203076468682,-6.149571180854693 106.82203005999327,-6.1495712237848785 </coordinates>"
Jakarta > Mangga Besar > THR Lokasari,3,"<coordinates>106.82443734258413,-6.148509846433569 106.82449299842119,-6.148503179483709 106.82449970394373,-6.148557848470064 106.82445678859949,-6.148556515080222 106.82443804815591,-6.1485098020762425 106.82443734258413,-6.148509846433569 </coordinates>"
Jakarta > Mangga Dua,,
Jakarta > Mangga Dua > Best Western Hotel & Residence,3,"<coordinates>106.82683020830154,-6.139824073327526 106.82717889547348,-6.139802738739528 106.82716280221939,-6.140149425688483 106.82686239480972,-6.14011209018175 106.82683571676012,-6.139823912753941 106.82683020830154,-6.139824073327526 </coordinates>"
Jakarta > Mangga Dua > Harco Mangga Dua,,
Jakarta > Mangga Dua > ITC Mangga Dua,2,"<coordinates>106.82359412312508,-6.136362525249284 106.82380869984627,-6.136327856318121 106.82377114892006,-6.136069172683614 106.82525709271431,-6.135823823141047 106.8251471221447,-6.134869092324496 106.82516857981682,-6.1348050879627865 106.82516857981682,-6.134727749348799 106.82513371109962,-6.134677079216302 106.82492181658745,-6.134797087417035 106.82496473193169,-6.13487442602096 106.8249861896038,-6.13487442602096 106.82500496506691,-6.1349544314614874 106.82435050606728,-6.13505310482161 106.82381942868233,-6.135215782483546 106.82378187775612,-6.13521844933006 106.82374700903893,-6.135197114557654 106.82366117835045,-6.135258452026019 106.8236343562603,-6.135279786795957 106.8236343562603,-6.135367792712951 106.82365849614143,-6.135383793787215 106.82332590222359,-6.13545313177011 106.82332590222359,-6.135517136054011 106.82327225804329,-6.135522469743986 106.82335272431374,-6.135957165297758 106.82349219918251,-6.135938497397832 106.82349488139153,-6.135983833725103 106.82354584336281,-6.135989167410409 106.82359425505467,-6.1363531744413065 106.82359412312508,-6.136362525249284 </coordinates>"
Jakarta > Mangga Dua > Komplek Harco Mangga Dua,2,"<coordinates>106.8287305533886,-6.138792011654335 106.82941183447838,-6.139037359830167 106.82931259274483,-6.1392080367554165 106.82921335101128,-6.139178701662773 106.82911679148674,-6.139429383311373 106.82772941887379,-6.138980023038322 106.82782899588346,-6.138722674105891 106.827722042799,-6.138666670694804 106.82777032256126,-6.138479992615307 106.82845428586006,-6.138680004840839 106.82836845517159,-6.138941354035694 106.82864472270012,-6.139024025693076 106.8287326549123,-6.138792283570184 106.8287305533886,-6.138792011654335 </coordinates>"
Jakarta > Mangga Dua > Le Grandeur Hotel,3,"<coordinates>106.8250022828579,-6.136623875580883 106.8251283466816,-6.137727945975364 106.82581230998039,-6.137650607785522 106.82575598359108,-6.137205246266982 106.8258310854435,-6.137167910553907 106.82581499218941,-6.13694122938265 106.82572111487389,-6.13694122938265 106.8256513774395,-6.136514535151626 106.82500378500072,-6.136625337505349 106.8250022828579,-6.136623875580883 </coordinates>"
Jakarta > Mangga Dua > Mangga Dua Mall,2,"<coordinates>106.83085888624191,-6.1376586082884375 106.83160454034805,-6.137498598207266 106.8318298459053,-6.137674609293912 106.83219999074936,-6.139226704540779 106.83183521032333,-6.13933871123933 106.83192640542984,-6.1395200553679965 106.83104664087296,-6.13973340132267 106.8309286236763,-6.139413382358606 106.83096081018448,-6.139365379497419 106.83083206415176,-6.138794678482936 106.83086467886392,-6.137657954088008 106.83085888624191,-6.1376586082884375 </coordinates>"
Jakarta > Mangga Dua > Mangga Dua Square,2,"<coordinates>106.83085888624191,-6.1376586082884375 106.83160454034805,-6.137498598207266 106.8318298459053,-6.137674609293912 106.83219999074936,-6.139226704540779 106.83183521032333,-6.13933871123933 106.83192640542984,-6.1395200553679965 106.83104664087296,-6.13973340132267 106.8309286236763,-6.139413382358606 106.83096081018448,-6.139365379497419 106.83083206415176,-6.138794678482936 106.83086467886392,-6.137657954088008 106.83085888624191,-6.1376586082884375 </coordinates>"
Jakarta > Mangga Dua > Orion Mangga Dua,3,"<coordinates>106.82499691843987,-6.136621208741417 106.8256513774395,-6.13651720199164 106.82572647929192,-6.136943896220513 106.82580158114433,-6.13694122938265 106.8258310854435,-6.137170577390638 106.82575330138206,-6.137207913103534 106.82580158114433,-6.137631939944919 106.82513907551765,-6.137725279141419 106.82499423623085,-6.136615875062421 106.82499691843987,-6.136621208741417 </coordinates>"
Jakarta > Mangga Dua > Pasar Pagi Mangga Dua,3,"<coordinates>106.82126060128212,-6.135922496340221 106.82128742337227,-6.136103841631609 106.82140544056892,-6.1364051946999405 106.82307913899422,-6.136173179520818 106.82306572794914,-6.135999834780856 106.82326957583427,-6.135970499511602 106.82318642735481,-6.1355438045033655 106.82295359097998,-6.13559037171559 106.82292625308037,-6.1355011349837545 106.82259634137154,-6.135559805572337 106.82260975241661,-6.135639810909993 106.82126350102783,-6.1359221602581195 106.82126060128212,-6.135922496340221 </coordinates>"
Jakarta > Mangga Dua > Plaza Elektronik Harco,,
Jakarta > Mangga Dua > WTC Mangga Dua,,
Jakarta > Manggarai,,
Jakarta > Manggarai > Pasaraya Manggarai,2,"<coordinates>106.84652969241142,-6.209652916995128 106.84721902012825,-6.209916897640779 106.84748724102974,-6.209370270904608 106.84743896126747,-6.209268944910674 106.84680327773094,-6.209076958763469 106.84678368304867,-6.209120566897793 106.84673354029655,-6.209106289984933 106.84653247348683,-6.20964895277966 106.84652969241142,-6.209652916995128 </coordinates>"
Jakarta > Matraman,,
Jakarta > Matraman > Balairung Hotel,3,"<coordinates>106.85502491891384,-6.20000153378393 106.85507453978062,-6.200008200085567 106.8550892919302,-6.199946870107371 106.85504235327244,-6.199938870544474 106.85502571410188,-6.200001085812955 106.85502491891384,-6.20000153378393 </coordinates>"
Jakarta > Matraman > Gramedia Matraman,,
Jakarta > Matraman > Hotel Grand Menteng,3,"<coordinates>106.85506414622068,-6.199994867482216 106.8550668284297,-6.2000175329077125 106.85509700328112,-6.200018199537852 106.85509700328112,-6.199994867482216 106.85506548732519,-6.199994867482216 106.85506414622068,-6.199994867482216 </coordinates>"
Jakarta > Matraman > Mega Matra Hotel,3,"<coordinates>106.8595239892602,-6.206929108970678 106.85953002423048,-6.2069571070689955 106.85956824570894,-6.206954440583512 106.85956288129091,-6.206923775999394 106.85952470062307,-6.206929054587811 106.8595239892602,-6.206929108970678 </coordinates>"
Jakarta > Melawai,,
Jakarta > Melawai > Ambhara Hotel,3,"<coordinates>106.80366095155478,-6.243643334299219 106.80367436259985,-6.243686661660269 106.80373001843691,-6.243677329613582 106.80371057242155,-6.243628003078307 106.80366248913492,-6.243642962826678 106.80366095155478,-6.243643334299219 </coordinates>"
Jakarta > Melawai > Blok M Square,2,"<coordinates>106.79992765188217,-6.244049278202938 106.80123120546341,-6.244006617446252 106.80125802755356,-6.245009144309695 106.79992765188217,-6.245035807231983 106.79992228746414,-6.244038613014085 106.79992765188217,-6.244049278202938 </coordinates>"
Jakarta > Melawai > Fave Hotel Melawai  Building,3,"<coordinates>106.79953571408987,-6.245715044719486 106.79959338158369,-6.2457223770133705 106.79959136992693,-6.245753039332107 106.79952766746283,-6.245752372759993 106.79953642143914,-6.245715092027742 106.79953571408987,-6.245715044719486 </coordinates>"
Jakarta > Melawai > Gedung Kamome,,
Jakarta > Melawai > Golden Boutique Hotel,,
Jakarta > Melawai > Graha Iskandarsyah,3,"<coordinates>106.80359221994877,-6.243749319683755 106.80363781750202,-6.243797313058366 106.80372767150402,-6.2437586517291574 106.80365659296513,-6.243698660005767 106.80359221994877,-6.243749319683755 </coordinates>"
Jakarta > Melawai > Losari Hotel,3,"<coordinates>106.7982579767704,-6.244233252676369 106.79826065897942,-6.244374566358445 106.79834648966789,-6.2443692337673635 106.79833576083183,-6.244217254898635 106.7982579767704,-6.244233252676369 </coordinates>"
Jakarta > Melawai > Melawai Plaza,3,"<coordinates>106.80224642157555,-6.245502408152293 106.80229738354683,-6.2456277237571936 106.80250123143196,-6.245577064260955 106.80242344737053,-6.245443749773734 106.80224642157555,-6.245502408152293 </coordinates>"
Jakarta > Melawai > Neo Hotel,3,"<coordinates>106.79821237921715,-6.24562505746804 106.79828211665154,-6.245622391178886 106.79828479886055,-6.245753039332107 106.79819360375404,-6.245766370774479 106.79821237921715,-6.24562505746804 </coordinates>"
Jakarta > Melawai > Pasaraya Grande,3,"<coordinates>106.80307522416115,-6.244654527314083 106.80343464016914,-6.2443692337673635 106.80291429162025,-6.243723989845378 106.80248513817787,-6.243883967751397 106.80307522416115,-6.244654527314083 </coordinates>"
Jakarta > Menteng,,
Jakarta > Menteng > BIC Building,,
Jakarta > Menteng > Face Jakarta Bar & Restaurant,,
Jakarta > Menteng > Food Garden Daoen Sirih,3,"<coordinates>106.82803586125374,-6.183518178917946 106.82803586125374,-6.183670175318197 106.82819947600365,-6.1836621755087435 106.82819411158562,-6.183488846274265 106.82803586125374,-6.183518178917946 </coordinates>"
Jakarta > Menteng > Formule 1,,
Jakarta > Menteng > Gedung 57,,
Jakarta > Menteng > Graha Mandiri,3,"<coordinates>106.82414934039116,-6.1972936750932694 106.82492449879646,-6.198146965397662 106.82535097002983,-6.1977896502506455 106.82459190487862,-6.19690436093346 106.82414934039116,-6.1972936750932694 </coordinates>"
Jakarta > Menteng > Grand Cemara Hotel,3,"<coordinates>106.83004885911942,-6.18736074116952 106.83005422353745,-6.187568734720737 106.83037608861923,-6.187392740182734 106.83022052049637,-6.187264744118278 106.83004885911942,-6.18736074116952 </coordinates>"
Jakarta > Menteng > Hotel Cemara,3,"<coordinates>106.82650700211525,-6.187392740182734 106.82652577757835,-6.187494070378435 106.82667598128319,-6.187483404042953 106.826641112566,-6.187368740923008 106.82650700211525,-6.187392740182734 </coordinates>"
Jakarta > Menteng > Hotel Cipta,3,"<coordinates>106.82858034968376,-6.187512736464999 106.82858571410179,-6.187512736464999 106.82859376072884,-6.187622066387332 106.82875469326973,-6.187598067138039 106.82872787117958,-6.187483404042953 106.82858034968376,-6.187512736464999 </coordinates>"
Jakarta > Menteng > Hotel Ibis Jakarta Tamarin,3,"<coordinates>106.82673901319504,-6.187419406025585 106.82676583528519,-6.187499403546086 106.82698041200638,-6.187456738203333 106.82692676782608,-6.187334075323692 106.82673901319504,-6.187419406025585 </coordinates>"
Jakarta > Menteng > Hotel Marcopolo Jakarta,3,"<coordinates>106.83680802583694,-6.1953870995835105 106.83681339025497,-6.195552425285061 106.83717280626297,-6.195456429722726 106.83711916208267,-6.195349767966316 106.83680802583694,-6.1953870995835105 </coordinates>"
Jakarta > Menteng > Hotel Morrissey,3,"<coordinates>106.82895451784134,-6.186710094147462 106.82897597551346,-6.186902088433999 106.82936757802963,-6.1868967552603165 106.82929247617722,-6.186635429683865 106.82895451784134,-6.186710094147462 </coordinates>"
Jakarta > Menteng > Hotel Paragon,3,"<coordinates>106.83107882738113,-6.186635429683865 106.83117002248764,-6.18682209082308 106.8315401673317,-6.18668342826881 106.83134704828262,-6.186427435765371 106.83107882738113,-6.186635429683865 </coordinates>"
Jakarta > Menteng > Hotel Rota,3,"<coordinates>106.82779714465141,-6.187520736216172 106.82781592011452,-6.187611400054445 106.82796880602837,-6.187611400054445 106.82797685265541,-6.187494070378435 106.82779714465141,-6.187520736216172 </coordinates>"
Jakarta > Menteng > Hotel Tator,3,"<coordinates>106.82929381728172,-6.1854994619011405 106.8293260037899,-6.185403464511869 106.82923749089241,-6.185379465161816 106.8291999399662,-6.185456796396942 106.82929381728172,-6.1854994619011405 </coordinates>"
Jakarta > Menteng > Hotel Treva International,3,"<coordinates>106.83635674417019,-6.1864927671973 106.83637820184231,-6.186634096389771 106.83643855154514,-6.186634096389771 106.8364130705595,-6.186468767896724 106.83635674417019,-6.1864927671973 </coordinates>"
Jakarta > Menteng > Ibis Hotel,3,"<coordinates>106.82591289281845,-6.186592764271356 106.82593435049057,-6.186832757171907 106.82612210512161,-6.186827423997525 106.82614356279373,-6.1865714315638165 106.82591289281845,-6.186592764271356 </coordinates>"
Jakarta > Menteng > Istana Ratu Hotel,3,"<coordinates>106.82963445782661,-6.183747506803314 106.82958886027336,-6.1839155027492545 106.82983830571175,-6.183963501581138 106.82990536093712,-6.183766173022177 106.82963445782661,-6.183747506803314 </coordinates>"
Jakarta > Menteng > Margot Hotel,3,"<coordinates>106.8294332921505,-6.184632818171909 106.82940110564232,-6.184734148896664 106.82950034737587,-6.184734148896664 106.82953521609306,-6.184632818171909 106.8294332921505,-6.184632818171909 </coordinates>"
Jakarta > Menteng > Maxone Hotel,3,"<coordinates>106.82416811585426,-6.184110164651606 106.82423248887062,-6.184275493882262 106.82458654046059,-6.184243494680365 106.82454630732536,-6.184043499624624 106.82416811585426,-6.184110164651606 </coordinates>"
Jakarta > Menteng > Menteng Central,3,"<coordinates>106.82820349931717,-6.196203061414038 106.82810693979263,-6.196816365227395 106.82848781347275,-6.196864362887066 106.8285682797432,-6.196277724525071 106.82820349931717,-6.196203061414038 </coordinates>"
Jakarta > Menteng > MNC Tower,3,"<coordinates>106.83104932308197,-6.183990167596986 106.83106005191803,-6.184299493282402 106.83144629001617,-6.184235494879576 106.83140337467194,-6.183926169156732 106.83104932308197,-6.183990167596986 </coordinates>"
Jakarta > Menteng > Oria Hotel,3,"<coordinates>106.82560175657272,-6.18682209082308 106.82561248540878,-6.18701941824143 106.82586461305618,-6.187014085068931 106.82585924863815,-6.186816757648597 106.82560175657272,-6.18682209082308 </coordinates>"
Jakarta > Menteng > Plaza Menteng,3,"<coordinates>106.82883314788342,-6.1964243841767095 106.82874463498592,-6.196948358780997 106.82906247675419,-6.197001689500346 106.82913221418858,-6.19645771591003 106.82883314788342,-6.1964243841767095 </coordinates>"
Jakarta > Menteng > Seremanis Building,3,"<coordinates>106.82434849441051,-6.183344849636267 106.82437263429165,-6.183488846274265 106.82449199259281,-6.183472846649762 106.8244531005621,-6.18335818265996 106.82434849441051,-6.183344849636267 </coordinates>"
Jakarta > Menteng > Sofyan Hotel Betawi,3,"<coordinates>106.83404266834259,-6.187467404539336 106.83411777019501,-6.187734062869712 106.8344396352768,-6.187670064882687 106.8343859910965,-6.187318075815571 106.83404266834259,-6.187467404539336 </coordinates>"
Jakarta > Menteng > The Akmani Hotel,3,"<coordinates>106.82541534304619,-6.187430072362352 106.82542338967323,-6.187560734970278 106.8255977332592,-6.187555401803237 106.82557091116905,-6.18739007359836 106.82541534304619,-6.187430072362352 </coordinates>"
Jakarta > Menteng > The Hermitage,3,"<coordinates>106.83781519532204,-6.1982349608818 106.8378983438015,-6.198416284863459 106.83830067515373,-6.198248293529641 106.8381880223751,-6.198021638470661 106.83781519532204,-6.1982349608818 </coordinates>"
Jakarta > Menteng > Wisma Haka,3,"<coordinates>106.8272466212511,-6.187359407877257 106.827227845788,-6.1875394023017956 106.82736463844776,-6.1875434021772096 106.82737536728382,-6.187370074215233 106.8272466212511,-6.187359407877257 </coordinates>"
Jakarta > Meruya,,
Jakarta > Meruya > Central Kitchen,,
Jakarta > Meruya > Food Court Center Meruya 27,,
Jakarta > Meruya > Kampung Makan Joglo 21,3,"<coordinates>106.73961415886879,-6.219892069245294 106.7395980656147,-6.220137379823139 106.73997089266777,-6.2201507119164825 106.73998966813087,-6.219942731221844 106.73961415886879,-6.219892069245294 </coordinates>"
Jakarta > Meruya > ,,
Jakarta > Meruya > Plaza Intercon,3,"<coordinates>106.74668714404106,-6.198112300505942 106.74667105078697,-6.1986269405874035 106.74688562750816,-6.198616274476825 106.7469097673893,-6.198114967036144 106.74668714404106,-6.198112300505942 </coordinates>"
Jakarta > Meruya > Plaza Kelapa Dua,3,"<coordinates>106.77092760801315,-6.208964966811955 106.77101343870163,-6.209103623510314 106.77113682031631,-6.20907162581394 106.77103489637375,-6.208879639594804 106.77092760801315,-6.208964966811955 </coordinates>"
Jakarta > Meruya > Ruko Botanical,3,"<coordinates>106.73731952905655,-6.2167350185509775 106.73719078302383,-6.217924247642343 106.73657923936844,-6.217908249062551 106.73655778169632,-6.2167350185509775 106.73731952905655,-6.2167350185509775 </coordinates>"
Jakarta > Muara Karang,,
Jakarta > Palmerah,,
Jakarta > Palmerah > Gang Keluarga,,
Jakarta > Palmerah > Gang U,,
Jakarta > Palmerah > Gedung Kompas Gramedia,3,"<coordinates>106.81686848402023,-6.153323362411848 106.81696504354477,-6.15358470441416 106.81735664606094,-6.153504701774034 106.8172225356102,-6.153152690014437 106.81686848402023,-6.153323362411848 </coordinates>"
Jakarta > Pancoran,,
Jakarta > Pancoran > Gedung MBAU - Wisma Aldiron,,
Jakarta > Pancoran > Graha Sucofindo,,
Jakarta > Pancoran > Kawasan Hanggar,3,"<coordinates>106.83895245194435,-6.24238550611688 106.83883979916573,-6.24269213117745 106.83912143111229,-6.242697463785592 106.83909192681313,-6.2423561767538525 106.83895245194435,-6.24238550611688 </coordinates>"
Jakarta > Pancoran > L'Avenue Apartment,3,"<coordinates>106.84288054704666,-6.248160692318393 106.84287518262863,-6.248731275123591 106.8436262011528,-6.248704612389541 106.84352964162827,-6.248182022527912 106.84288054704666,-6.248160692318393 </coordinates>"
Jakarta > Pantai Indah Kapuk,,
Jakarta > Pantai Indah Kapuk > Food Plaza,3,"<coordinates>106.74125701189041,-6.103399355732148 106.74114435911179,-6.104418150781501 106.74168080091476,-6.104434152782527 106.74175590276718,-6.103474031874868 106.74125701189041,-6.103399355732148 </coordinates>"
Jakarta > Pantai Indah Kapuk > Fresh Market Pantai Indah Kapuk,3,"<coordinates>106.74128383398056,-6.103399355732148 106.74133211374283,-6.102561915419057 106.74185782670975,-6.102732603996701 106.74177199602127,-6.103399355732148 106.74128383398056,-6.103399355732148 </coordinates>"
Jakarta > Pantai Indah Kapuk > Market City,3,"<coordinates>106.73984214663506,-6.105388937978777 106.74018278717995,-6.105476948819028 106.74023106694221,-6.105159576327151 106.73992529511452,-6.105100902400501 106.73984214663506,-6.105388937978777 </coordinates>"
Jakarta > Pantai Indah Kapuk > Ozone Mall,,
Jakarta > Pantai Indah Kapuk > Rukan Emerald,3,"<coordinates>106.7511597275734,-6.112547105725692 106.75025850534439,-6.112733792873334 106.74918562173843,-6.112968485195049 106.74909979104996,-6.112349750670231 106.75112754106522,-6.112029715290421 106.7511597275734,-6.112547105725692 </coordinates>"
Jakarta > Pantai Indah Kapuk > Rukan Exclusive Bukit Golf Mediterania,3,"<coordinates>106.74831792712212,-6.112891143418597 106.7477385699749,-6.112789799004901 106.74712970852852,-6.112611112755073 106.74725040793419,-6.11225640703757 106.7477197945118,-6.1123737533160005 106.74825087189674,-6.112483098688665 106.74832060933113,-6.112893810376584 </coordinates>"
Jakarta > Pantai Indah Kapuk > Ruko Cordoba,3,"<coordinates>106.74522668123245,-6.112173731235023 106.74381583929062,-6.112381754197681 106.7434886097908,-6.112317747140872 106.74347788095474,-6.112045717063962 106.74518510699272,-6.111888366270068 106.74522668123245,-6.112173731235023 </coordinates>"
Jakarta > Pantai Indah Kapuk > Ruko Crown Golf,3,"<coordinates>106.74179077148438,-6.111987043891994 106.74299240112305,-6.11291514604008 106.74313992261887,-6.112960484322145 106.74334108829498,-6.11256577444339 106.74205631017685,-6.111723014538476 106.74179077148438,-6.111987043891994 </coordinates>"
Jakarta > Pantai Indah Kapuk > Ruko Elang Laut,3,"<coordinates>106.74254447221756,-6.1236682120911805 106.7398139834404,-6.123524199243308 106.73982471227646,-6.123124163351024 106.74257129430771,-6.123342849675931 106.74254447221756,-6.1236682120911805 </coordinates>"
Jakarta > Pantai Indah Kapuk > Ruko Exclusive,3,"<coordinates>106.74831256270409,-6.112907145166362 106.74777880311012,-6.112821802506029 106.74712166190147,-6.1126244475519 106.74725845456123,-6.112235071347815 106.74773320555687,-6.112371086355418 106.74827501177788,-6.112480431728618 106.74832597374916,-6.112904478208427 106.74831256270409,-6.112907145166362 </coordinates>"
Jakarta > Pantai Indah Kapuk > Ruko Galeri Niaga Mediterania 2,3,"<coordinates>106.77024632692337,-6.116782220990332 106.76928073167801,-6.116611536892767 106.76930755376816,-6.116366178407053 106.77027314901352,-6.116542196462562 106.77024632692337,-6.116782220990332 </coordinates>"
Jakarta > Pantai Indah Kapuk > Ruko Garden House,,
Jakarta > Pantai Indah Kapuk > Ruko Gold Coast,3,"<coordinates>106.74021899700165,-6.1056769734021605 106.73981666564941,-6.105596963577874 106.74015998840332,-6.1031326551375304 106.74057841300964,-6.1031433231638585 106.74021899700165,-6.1056769734021605 </coordinates>"
Jakarta > Pantai Indah Kapuk > Ruko Metro Broadway,3,"<coordinates>106.75654895603657,-6.116660875270316 106.75657041370869,-6.116914234434665 106.75685204565525,-6.116896899337768 106.75680510699749,-6.116655541391887 106.75654895603657,-6.116660875270316 </coordinates>"
Jakarta > Pantai Indah Kapuk > Ruko Toho,3,"<coordinates>106.75177127122879,-6.131759538203167 106.75171226263046,-6.131919550007017 106.75198584794998,-6.13204755941554 106.75205558538437,-6.131871546470903 106.75177127122879,-6.131759538203167 </coordinates>"
Jakarta > Pantai Indah Kapuk > Tzu Chi Center,3,"<coordinates>106.73738658428192,-6.105852994973544 106.73599183559418,-6.107613207505472 106.73867404460907,-6.1091920598840685 106.7399936914444,-6.10680244366401 106.73738658428192,-6.105852994973544 </coordinates>"
Jakarta > Pasar Baru,,
Jakarta > Pasar Baru > Fave Hotel,3,"<coordinates>106.83583572506905,-6.160038211032382 106.83596178889275,-6.1604382191919465 106.83618441224098,-6.160387551508412 106.8360261619091,-6.160003543644359 106.83583572506905,-6.160038211032382 </coordinates>"
Jakarta > Pasar Baru > Gedung Shangrila,,
Jakarta > Pasar Baru > Gedung Wijaya Musik,3,"<coordinates>106.83459989726543,-6.165348961459836 106.83470584452152,-6.165334294635042 106.83473937213421,-6.16539829532204 106.83465220034122,-6.165438295747503 106.83459989726543,-6.165348961459836 </coordinates>"
Jakarta > Pasar Baru > Harco Pasar Baru,3,"<coordinates>106.83242730796337,-6.160808893150745 106.83247826993465,-6.160906228356008 106.83258421719074,-6.160870227665723 106.83251582086086,-6.160775559172234 106.83242730796337,-6.160808893150745 </coordinates>"
Jakarta > Pasar Baru > Hotel Antara,3,"<coordinates>106.83354780077934,-6.165862300071934 106.8336470425129,-6.166003634771409 106.83382675051689,-6.165915633925211 106.83372750878334,-6.16576629912249 106.83354780077934,-6.165862300071934 </coordinates>"
Jakarta > Pasar Baru > Hotel Borobudur,3,"<coordinates>106.83492243289948,-6.172171657690422 106.83570563793182,-6.172843655850889 106.83649957180023,-6.172427657090144 106.8356305360794,-6.171702325136296 106.83492243289948,-6.172171657690422 </coordinates>"
Jakarta > Pasar Baru > Hotel Bunga Bunga,3,"<coordinates>106.83158308267593,-6.166555639746261 106.8317922949791,-6.166880975742513 106.83212488889694,-6.16671030770381 106.83189421892166,-6.166448972163063 106.83158308267593,-6.166555639746261 </coordinates>"
Jakarta > Pasar Baru > Hotel Classic Building,3,"<coordinates>106.82936355471611,-6.16152090643174 106.82946816086769,-6.161699576281178 106.82969078421593,-6.1616275750058085 106.82952985167503,-6.161464905421782 106.82936355471611,-6.16152090643174 </coordinates>"
Jakarta > Pasar Baru > Hotel Lautze Indah,3,"<coordinates>106.83482185006142,-6.157195477697216 106.83485671877861,-6.157286146725213 106.83502033352852,-6.157235478740889 106.83497205376625,-6.1571341427577355 106.83482185006142,-6.157195477697216 </coordinates>"
Jakarta > Pasar Baru > Hotel Pecenongan,3,"<coordinates>106.82697102427483,-6.1624355887580196 106.82699248194695,-6.162595591335296 106.82714335620403,-6.162571590951779 106.82711251080036,-6.1624195884976345 106.82697102427483,-6.1624355887580196 </coordinates>"
Jakarta > Pasar Baru > Istana Pasar Baru,3,"<coordinates>106.83257684111595,-6.163592939645979 106.8323515355587,-6.1641316136222875 106.83298990130424,-6.164323616095469 106.83320716023445,-6.163808942642763 106.83257684111595,-6.163592939645979 </coordinates>"
Jakarta > Pasar Baru > Metro Atom Plaza,3,"<coordinates>106.83315083384514,-6.161408904405907 106.83323666453362,-6.1615155730024815 106.83344051241875,-6.161387570684012 106.83330908417702,-6.161291568924914 106.83315083384514,-6.161408904405907 </coordinates>"
Jakarta > Pasar Baru > Metro Pasar Baru,3,"<coordinates>106.8321342766285,-6.161542240148279 106.83235958218575,-6.161979581148101 106.83306500315666,-6.161704909708591 106.83274313807487,-6.161307569219305 106.8321342766285,-6.161542240148279 </coordinates>"
Jakarta > Pasar Baru > Oasis Amir Hotel,3,"<coordinates>106.838438808918,-6.174182316312582 106.83893769979477,-6.173915651151799 106.83945268392563,-6.174624980183036 106.83906108140945,-6.174934311342784 106.838438808918,-6.174182316312582 </coordinates>"
Jakarta > Pasar Minggu,,
Jakarta > Pasar Minggu > Aldeco,3,"<coordinates>106.82957008481026,-6.274284214003607 106.82953789830208,-6.274452180977314 106.82971760630608,-6.27446017940329 106.8297390639782,-6.274270883289085 106.82957008481026,-6.274284214003607 </coordinates>"
Jakarta > Pasar Minggu > Arkadia Building,,
Jakarta > Pasar Minggu > GKM Tower,3,"<coordinates>106.83624342083931,-6.302184651121933 106.83628097176552,-6.302344611085909 106.83639630675316,-6.302320617094466 106.83635339140892,-6.302136663123133 106.83624342083931,-6.302184651121933 </coordinates>"
Jakarta > Pasar Minggu > Graha Inti Fauzi,3,"<coordinates>106.82958282530308,-6.276062528263065 106.82958416640759,-6.276107852535181 106.82955332100391,-6.276111851735478 106.8295506387949,-6.276061195196176 106.82958282530308,-6.276062528263065 </coordinates>"
