Nama Lokasi,Level,Polygon XML
Jakarta > Pasar Minggu > Hotel Banggalawa,3,"<coordinates>106.84345990419388,-6.286415022775291 106.84349209070206,-6.286537662475177 106.84363156557083,-6.286500337352192 106.84355109930038,-6.286313711697051 106.84345990419388,-6.286415022775291 </coordinates>"
Jakarta > Pasar Minggu > Hotel Cipta 2,3,"<coordinates>106.82821959257126,-6.255775521847147 106.8282625079155,-6.255946161014403 106.82848781347275,-6.255935496068073 106.82839661836624,-6.255706199669534 106.82821959257126,-6.255775521847147 </coordinates>"
Jakarta > Pasar Minggu > Kebagusan City Apartment,3,"<coordinates>106.83521881699562,-6.30725535797447 106.8352161347866,-6.307330005233899 106.83527246117592,-6.307330005233899 106.83528050780296,-6.3072500260269555 106.8352161347866,-6.307244694079403 106.83521881699562,-6.30725535797447 </coordinates>"
Jakarta > Pasar Minggu > Pejaten Village,3,"<coordinates>106.82829603552818,-6.281053506767211 106.82857498526573,-6.28040297595551 106.82890489697456,-6.280024387977784 106.82898536324501,-6.280072378018372 106.82947620749474,-6.2799097450851615 106.82949230074883,-6.27998972850129 106.82957544922829,-6.280216348113573 106.8295405805111,-6.280621597056693 106.82889685034752,-6.2811921443760985 106.82838454842567,-6.281168149407972 106.82830944657326,-6.281128157791972 106.82829617434197,-6.281053181133194 </coordinates>"
Jakarta > Pasar Minggu > PHE Tower,3,"<coordinates>106.83261103928089,-6.300235801600365 106.83269150555134,-6.300257129678518 106.83271296322346,-6.300214473521334 106.83264054358006,-6.300195811451466 106.83261103928089,-6.300235801600365 </coordinates>"
Jakarta > Pasar Minggu > Ramayana ITC,,
Jakarta > Pasar Minggu > Ruko Royal Spring,3,"<coordinates>106.8352959305048,-6.285843148140737 106.83537907898426,-6.285949791476926 106.83582700788975,-6.285619197063576 106.83572508394718,-6.285523218000979 106.8352959305048,-6.285843148140737 </coordinates>"
Jakarta > Pasar Minggu > Sahati Hotel,3,"<coordinates>106.82245552539825,-6.291987101679315 106.82276666164398,-6.292168393195361 106.82303488254547,-6.291624518457473 106.8227344751358,-6.291464555190949 106.82245552539825,-6.291987101679315 </coordinates>"
Jakarta > Pasar Minggu > The Promenade,3,"<coordinates>106.82958617806435,-6.277368932172313 106.82964250445366,-6.277616881932094 106.82983294129372,-6.2775768900433295 106.8297927081585,-6.277350269282396 106.82958617806435,-6.277368932172313 </coordinates>"
Jakarta > Pecenongan,,
Jakarta > Pecenongan > Alila Hotel,3,"<coordinates>106.82634137570858,-6.1657382988422995 106.8263440579176,-6.165802299480572 106.82639770209789,-6.165799632787462 106.82638965547085,-6.1657382988422995 106.82634137570858,-6.1657382988422995 </coordinates>"
Jakarta > Pecenongan > REDTOP Hotel,3,"<coordinates>106.8267148733139,-6.163051598415856 106.82669341564178,-6.163776942204344 106.82748734951019,-6.163819609455137 106.82746589183807,-6.163104932551718 106.8267148733139,-6.163051598415856 </coordinates>"
Jakarta > Pecenongan > Surya Hotel,,
Jakarta > Penjaringan,,
Jakarta > Penjaringan > Duta Indah Square 2,3,"<coordinates>106.7827769368887,-6.137620605898507 106.7828144878149,-6.137947959729868 106.78307600319386,-6.137928625191456 106.7830652743578,-6.137831285780457 106.78308069705963,-6.1378039507371955 106.78305119276047,-6.137588603883843 106.7827769368887,-6.137620605898507 </coordinates>"
Jakarta > Penjaringan > Emporium Pluit Mall,3,"<coordinates>106.79037764668465,-6.126876488242014 106.79018184542656,-6.128055251526909 106.7906941473484,-6.128169927454134 106.79118499159813,-6.128220598204816 106.79131910204887,-6.127756560624066 106.79162487387657,-6.127681887872224 106.79167784750462,-6.127663219682651 106.79157927632332,-6.1273111908424065 106.79160073399544,-6.127063170383717 106.7913593351841,-6.1269911644225 106.79037867830357,-6.1268780268313465 </coordinates>"
Jakarta > Penjaringan > Grand Asia Hotel,3,"<coordinates>106.7948354780674,-6.137229247795434 106.79486498236656,-6.137439927832137 106.79502323269844,-6.13740525897106 106.7949803173542,-6.13723191463186 106.7948354780674,-6.137229247795434 </coordinates>"
Jakarta > Penjaringan > Pluit Junction,3,"<coordinates>106.78998738527298,-6.1262657704937125 106.79161816835403,-6.125668386518061 106.79185956716537,-6.126735143148436 106.78993374109268,-6.126345777225393 106.78998570889235,-6.1262657704937125 106.78998859717353,-6.126265326553875 </coordinates>"
Jakarta > Penjaringan > Ruko Duta Harapan Indah,,
Jakarta > Penjaringan > Ruko Robinson,3,"<coordinates>106.79865226149559,-6.137013234000438 106.79867908358574,-6.137295918702129 106.80010333657265,-6.137151909533216 106.80004432797432,-6.1367678848925005 106.79864421486855,-6.136895893136827 106.79865396481512,-6.137017075485616 </coordinates>"
Jakarta > Pesanggrahan,,
Jakarta > Pesanggrahan > Ruko Mega Kebon Jeruk,3,"<coordinates>106.73759043216705,-6.220969301799917 106.74135625362396,-6.220894642189109 106.74444079399109,-6.219108141196595 106.74373269081116,-6.218201556281488 106.74086272716522,-6.219433444814483 106.74000442028046,-6.219454776192219 106.7378157377243,-6.219556100224705 106.73759043216705,-6.220969301799917 </coordinates>"
Jakarta > Pesanggrahan > Taman Alfa Indah,,
Jakarta > Pinang Ranti,3,"<coordinates>106.88548877835274,-6.290862026445003 106.88550487160683,-6.290996662353716 106.88711956143379,-6.290732722618674 106.88704311847687,-6.290530102125079 106.88548877835274,-6.290862026445003 </coordinates>"
Jakarta > Pinang Ranti > Tamini Square,3,"<coordinates>106.88102424144745,-6.291779149568321 106.88234388828278,-6.291533872612487 106.88219368457794,-6.290520770916238 106.8808901309967,-6.29048877819892 106.88102424144745,-6.291779149568321 </coordinates>"
Jakarta > Pluit,,
Jakarta > Pluit > Apartemen Mitra Bahari,,
Jakarta > Pluit > Aston Pluit,3,"<coordinates>106.79479323327541,-6.124384275397024 106.79480396211147,-6.124488284512421 106.79490722715855,-6.12446961621116 106.79488308727741,-6.124366940542498 106.79479323327541,-6.124384275397024 </coordinates>"
Jakarta > Pluit > Bay Walk Mall,3,"<coordinates>106.77759826183319,-6.108285287127654 106.77829563617706,-6.107037138586452 106.78045213222504,-6.107858570004995 106.77960455417633,-6.109053377091395 106.77759826183319,-6.108285287127654 </coordinates>"
Jakarta > Pluit > Green Bay Pluit,3,"<coordinates>106.77759826183319,-6.108285287127654 106.77829563617706,-6.107037138586452 106.78045213222504,-6.107858570004995 106.77960455417633,-6.109053377091395 106.77759826183319,-6.108285287127654 </coordinates>"
Jakarta > Pluit > Komplek Mitra Bahari,,
Jakarta > Pluit > ME Golf,3,"<coordinates>106.78753986954689,-6.115990139639808 106.7875774204731,-6.116123486750652 106.78773030638695,-6.116112818983005 106.78771957755089,-6.115974137984266 106.78753986954689,-6.115990139639808 </coordinates>"
Jakarta > Pluit > Pantai Mutiara,3,"<coordinates>106.78976476192474,-6.107485192243685 106.7898291349411,-6.109437421660016 106.79171741008759,-6.109266735219081 106.79141700267792,-6.107154486009119 106.78976476192474,-6.107485192243685 </coordinates>"
Jakarta > Pluit > Pantai Mutiara Sport Club,3,"<coordinates>106.79069548845291,-6.107581203692891 106.79072767496109,-6.107757224638392 106.79087787866592,-6.107714552899339 106.7908564209938,-6.10755986781678 106.79069548845291,-6.107581203692891 </coordinates>"
Jakarta > Pluit > Pluit Village,3,"<coordinates>106.78785234689713,-6.115955469385534 106.78786307573318,-6.1168355597596396 106.79140359163284,-6.116915567903627 106.79139286279678,-6.1158487916659965 106.78785234689713,-6.115955469385534 </coordinates>"
Jakarta > Pluit > Ruko Pluit  Village,3,"<coordinates>106.79136671125889,-6.11599280658235 106.78790263831615,-6.116011475179784 106.78790129721165,-6.1159568028569 106.79136671125889,-6.11599280658235 </coordinates>"
Jakarta > Pondok Bambu,,
Jakarta > Pondok Bambu > Mall Cipinang Indah,3,"<coordinates>106.89465925097466,-6.2378740975258795 106.89370438456535,-6.238618002680406 106.89393505454063,-6.239489890173462 106.89420327544212,-6.239556548178999 106.89446613192558,-6.239532551297986 106.89457878470421,-6.239415233197209 106.89449831843376,-6.238964624793244 106.89441785216331,-6.238873969801251 106.89439907670021,-6.238607337380984 106.89470484852791,-6.238412695628541 106.89479604363441,-6.238250049725169 106.89465891569853,-6.237872764361576 </coordinates>"
Jakarta > Pondok Bambu > Pondok Bambu Spot,3,"<coordinates>106.89597755670547,-6.23262140385265 106.8956771492958,-6.23254141318702 106.89582735300064,-6.231960147317132 106.89613312482834,-6.232002809054255 106.89597755670547,-6.23262140385265 </coordinates>"
Jakarta > Pondok Indah,,
Jakarta > Pondok Indah > Apartemen Golf Pondok Indah,3,"<coordinates>106.78439766168594,-6.273852298679764 106.78477853536606,-6.2742308911434845 106.78504139184952,-6.274044261090108 106.78471952676773,-6.273708326825603 106.78439766168594,-6.273852298679764 </coordinates>"
Jakarta > Pondok Indah > Kristal Hotel,3,"<coordinates>106.79059356451035,-6.283812921458267 106.79071694612503,-6.284074198612733 106.79111927747726,-6.284004880196788 106.79085105657578,-6.283711609873277 106.79059356451035,-6.283812921458267 </coordinates>"
Jakarta > Pondok Indah > Pondok Indah Golf Course Gallery,3,"<coordinates>106.78516276180744,-6.268809260869505 106.78531296551228,-6.268794596929524 106.78528748452663,-6.268703947109571 106.78513459861279,-6.268703947109571 106.78516276180744,-6.268809260869505 </coordinates>"
Jakarta > Pondok Indah > Pondok Indah Mall 1,3,"<coordinates>106.78403288125992,-6.264307411935544 106.78411334753036,-6.266461692137837 106.78519695997238,-6.266408368477806 106.78508430719376,-6.264590028409452 106.78498238325119,-6.264200764169772 106.78403288125992,-6.264307411935544 </coordinates>"
Jakarta > Pondok Indah > Pondok Indah Mall 2,3,"<coordinates>106.78282588720322,-6.264600693179069 106.78212314844131,-6.265139263760684 106.7820855975151,-6.2655285273004 106.78236991167068,-6.266179076677535 106.78270787000656,-6.2664723568692 106.78277760744095,-6.266717645630184 106.78292244672775,-6.266936272472128 106.78328186273575,-6.266872284137628 106.78336769342422,-6.266781633983653 106.78337305784225,-6.2660617645547125 106.78341060876846,-6.265795145995646 106.7833462357521,-6.265485868296518 106.78323358297348,-6.265331229378197 106.78321212530136,-6.265091272345282 106.78336769342422,-6.265096604724984 106.78338378667831,-6.2647286703973135 106.78282588720322,-6.264590028409452 106.7828227174374,-6.26460312540469 </coordinates>"
Jakarta > Pondok Indah > Pondok Indah Plaza 1,3,"<coordinates>106.78062044084072,-6.283170392387722 106.78061105310917,-6.283343688688193 106.78091682493687,-6.283341022591705 106.78091011941433,-6.283154395803218 106.78062044084072,-6.283170392387722 </coordinates>"
Jakarta > Pondok Indah > Pondok Indah Plaza 2,3,"<coordinates>106.78066402673721,-6.285524551043644 106.78077667951584,-6.285652523122824 106.78088933229446,-6.285487225847952 106.78069084882736,-6.285305932002201 106.78066402673721,-6.285524551043644 </coordinates>"
Jakarta > Pondok Indah > Pondok Indah Plaza 5,3,"<coordinates>106.78557515144348,-6.262462402515677 106.7877209186554,-6.262899659672948 106.78782284259796,-6.262830338440724 106.78808569908142,-6.262878330064007 106.7882251739502,-6.262926321682888 106.78813934326172,-6.2632995896790575 106.78677678108215,-6.2629796456986835 106.78560733795166,-6.262814341231992 106.78555905818939,-6.262798344022763 106.78557722933135,-6.262462806632973 </coordinates>"
Jakarta > Pondok Indah > Pondok Indah Plaza 6,3,"<coordinates>106.78361982107162,-6.262366419188236 106.78371101617813,-6.262793011619577 106.78461760282516,-6.262830338440724 106.78455322980881,-6.262307762701674 106.78361982107162,-6.262366419188236 </coordinates>"
Jakarta > Pondok Indah > Pondok Pinang Centre,,
Jakarta > Pondok Indah > Ruko Taman Hijau,,
Jakarta > Pondok Indah > Street Gallery,3,"<coordinates>106.78398862481117,-6.265861800648192 106.78398594260216,-6.266003108483403 106.7840825021267,-6.2659951099277125 106.78407445549965,-6.265851135904362 106.78398862481117,-6.265861800648192 </coordinates>"
Jakarta > Pondok Indah > Wisma Pondok Indah,3,"<coordinates>106.78162828087807,-6.26206780427892 106.78196892142296,-6.262481065938413 106.78219690918922,-6.262291765476925 106.78187236189842,-6.261865172636056 106.78162828087807,-6.26206780427892 </coordinates>"
Jakarta > Pulo Gadung,,
Jakarta > Pulo Gadung > C'One Hotel,3,"<coordinates>106.86309769749641,-6.172350323951188 106.8631862103939,-6.1724996568990225 106.86330959200859,-6.1724703236447525 106.863202303648,-6.1722889907639775 106.86309769749641,-6.172350323951188 </coordinates>"
Jakarta > Pulo Gadung > Pulo Gadung Trade Center,3,"<coordinates>106.91479593515396,-6.183120854788122 106.91488713026047,-6.183632842873066 106.91656082868576,-6.183606176839215 106.91641598939896,-6.183035523392448 106.91479593515396,-6.183120854788122 </coordinates>"
Jakarta > Pulo Gadung > Sport Center Apartment Pasadenia,,
Jakarta > Puri Indah,,
Jakarta > Puri Indah > Apartement Puri Park View,3,"<coordinates>106.75575032830238,-6.192133905890605 106.75578251481056,-6.192283233253131 106.75599709153175,-6.1922805666934515 106.75598099827766,-6.19209657404338 106.75575032830238,-6.192133905890605 </coordinates>"
Jakarta > Puri Indah > Atria,,
Jakarta > Puri Indah > Blue Green Office Tower,3,"<coordinates>106.72870628535748,-6.1768249607968775 106.72870896756649,-6.176972959164566 106.72886721789837,-6.176978292438296 106.72886319458485,-6.176822294159236 106.72870628535748,-6.1768249607968775 </coordinates>"
Jakarta > Puri Indah > Carrefour Puri Indah,3,"<coordinates>106.73235207796097,-6.187686064380172 106.73248618841171,-6.187830059835703 106.73277050256729,-6.187611400054445 106.73255056142807,-6.187414072857119 106.73235207796097,-6.187686064380172 </coordinates>"
Jakarta > Puri Indah > Hypermart Puri Indah,3,"<coordinates>106.73922926187515,-6.184966142851257 106.73915952444077,-6.186219441765033 106.74003392457962,-6.1862354413064224 106.74006074666977,-6.184982142430597 106.73922926187515,-6.184966142851257 </coordinates>"
Jakarta > Puri Indah > Kompleks Taman Permata Buana,,
Jakarta > Puri Indah > Lippo Mall Puri @ The St. Moritz,3,"<coordinates>106.73888593912125,-6.190032652098079 106.73890203237534,-6.190363306802367 106.73953503370285,-6.190368639941051 106.7395082116127,-6.189963321246725 106.73888593912125,-6.190032652098079 </coordinates>"
Jakarta > Puri Indah > Pasar Puri Indah,3,"<coordinates>106.75306543707848,-6.185339466242665 106.7532666027546,-6.1858221196651035 106.75372257828712,-6.185624791799784 106.75353214144707,-6.18514747138859 106.75306543707848,-6.185339466242665 </coordinates>"
Jakarta > Puri Indah > Pasar Puri Indah Blok I No. 32,,
Jakarta > Puri Indah > Pasar Puri Indah MKL 37,,
Jakarta > Puri Indah > Pasar Puri Indah MKL 46,,
Jakarta > Puri Indah > Puri Indah Mall,3,"<coordinates>106.73272490501404,-6.1886247007179005 106.73371195793152,-6.18776072869535 106.73391044139862,-6.187110082165706 106.73448979854584,-6.186902088433999 106.73470437526703,-6.187430072362352 106.73479557037354,-6.187990054740273 106.73448979854584,-6.188224713846018 106.73440396785736,-6.188576702309261 106.7344468832016,-6.188790028536505 106.73396408557892,-6.189526003359332 106.73380315303802,-6.1896113337072425 106.73269808292389,-6.188667365966357 106.73273040298602,-6.188619865470397 </coordinates>"
Jakarta > Puri Indah > Puri Indah Mall Expansion,3,"<coordinates>106.73412904143333,-6.1880993845638805 106.73456892371178,-6.187704730459956 106.7347352206707,-6.1878993909669715 106.7343570291996,-6.188270045706709 106.73412635922432,-6.1880913848214485 </coordinates>"
Jakarta > Puri Indah > PX Pavilion,3,"<coordinates>106.73822946846485,-6.188267379126788 106.73822276294231,-6.18857403573088 106.73836894333363,-6.188731363832611 106.73852987587452,-6.18873536369898 106.73861972987652,-6.188671365833222 106.73862107098103,-6.188492705083657 106.73841454088688,-6.188275378866536 106.73822812736034,-6.188264712546843 106.7382294607952,-6.18826770445831 </coordinates>"
Jakarta > Puri Indah > Ranch Market,3,"<coordinates>106.73782780766487,-6.187958055763241 106.73784390091896,-6.1880807184980275 106.73793777823448,-6.1880673855934525 106.73791900277138,-6.187952722600208 106.73782780766487,-6.187958055763241 </coordinates>"
